Word,Frequency
bristling,2
pegs,1
hats,5
slates,3
scraps,5
copybooks,2
exercises,3
silkworms,1
materials,5
scattered,8
mice,2
owner,2
fusty,1
pasteboard,2
wire,3
corners,8
cage,2
mournful,3
hopping,2
perch,1
inches,3
sings,4
chirps,1
mildewed,1
corduroys,1
rotten,3
splashed,1
roofless,1
construction,7
skies,3
rained,1
snowed,2
hailed,4
blown,7
varying,4
seasons,4
irreparable,1
upper,13
placard,8
desk,38
bites,4
engaged,56
peering,4
neatly,7
constructed,3
wherever,11
consolation,11
suffered,15
relief,24
imagined,8
aggravated,2
sufferings,3
stupendous,3
badge,1
conspicuous,4
report,7
playground,11
gravelled,2
offices,8
butcher,24
baker,6
backwards,7
forwards,7
positively,16
custom,19
carving,2
inscriptions,2
vacation,4
inquiring,9
boya,1
j,26
steerforthwho,1
pull,18
tommy,6
traddles,490
game,14
pretend,13
demple,2
shrinking,1
owners,1
namesthere,1
fiveandforty,1
saidseemed,1
send,22
coventry,1
acclamation,1
groves,1
bedsteads,1
dreaming,5
dining,10
scream,9
disclosure,7
nightshirt,1
monotony,2
reopening,1
insupportable,6
aboutsupervised,1
damp,11
cracked,4
flagstones,1
court,45
leaky,1
waterbutt,2
discoloured,3
trunks,2
grim,6
dripped,1
tables,4
smelling,4
teacup,1
tin,7
pot,8
detached,2
ruler,10
writingpaper,2
bills,7
halfyear,5
blew,11
ooze,2
self,25
dimlylighted,1
rooms,22
conning,2
tomorrows,2
flats,3
unused,4
ghastly,3
gash,1
schoolbell,1
weathercock,1
dreading,1
steerforth,359
unlock,2
admission,3
dangerous,7
aspects,1
forgot,14
grin,7
clench,3
grind,1
unaccountable,7
peculiarities,2
enlarge,5
circle,13
stump,1
mop,2
bucket,3
rarely,11
sneezed,1
snuffbox,1
bedtime,4
fetched,4
creakles,17
desert,24
miniature,2
camel,1
dromedary,1
abashed,7
ushered,3
bunch,4
watchchain,3
seals,4
armchair,3
filed,1
woodenlegged,1
exhibit,3
afforded,4
survey,5
posted,3
thick,11
veins,5
forehead,25
bald,8
wetlooking,2
temple,14
sides,11
interlaced,1
feeble,11
chief,8
disappointed,14
beckoning,4
repeating,7
fatherinlaw,3
worthy,24
hey,10
playfulness,2
flinching,1
pain,30
interpreter,1
blazing,3
pinched,3
screw,1
tartar,3
flesh,2
bloodhe,1
thiswhen,1
discard,1
fellowto,1
legbeen,1
petition,7
hah,2
earnest,36
frighten,6
precipitately,1
retreated,3
escort,2
pursued,48
quaking,1
couple,13
meals,4
supped,1
limp,2
delicatelooking,1
wavy,1
wig,9
secondhand,7
saturday,20
curled,5
informing,7
righthand,2
topbolt,1
saved,9
embarrassment,3
concealment,7
presenting,3
introduction,7
happily,10
boisterous,2
expense,14
dance,6
indians,1
resist,9
temptation,3
pretending,9
patting,9
soothing,6
towzer,1
confusing,3
strangers,7
anticipated,3
reputed,1
goodlooking,2
senior,1
magistrate,9
particulars,8
shame,25
affair,7
neednt,14
hastened,4
comply,1
upside,2
currant,2
belong,7
shilling,7
almond,1
biscuits,2
eh,19
smuggle,1
prog,1
wrongfor,1
feared,9
halfcrownsthough,1
saving,5
moonlight,11
feast,8
presiding,4
seconded,1
acceded,2
handing,4
viandswith,1
fairness,1
sayand,1
dispensing,1
beds,9
whispers,9
respectfully,11
dipped,2
match,7
phosphorusbox,2
glare,6
consequent,2
secrecy,6
revel,3
steals,1
vague,8
frightens,4
feign,1
kinds,13
belonging,17
sternest,2
charging,3
trooper,1
slashing,2
unmercifully,1
ignorant,8
ago,41
hopdealer,1
borough,2
schooling,1
bankrupt,2
hops,4
tungay,10
barbarian,1
formerly,10
assisted,9
hop,1
scholastic,2
dishonest,3
enemies,2
sour,1
malicious,1
tungays,2
assisting,5
remonstrance,7
discipline,5
exercised,2
protested,4
usage,4
ventured,12
stated,11
proceed,9
commence,4
knocking,9
sevenandsixpenny,1
inkbottle,1
mantelpiece,1
wretchedly,2
corroborated,1
parlourboarder,1
sharps,1
bounceablesomebody,1
bumptiousabout,1
plainly,28
coalmerchants,1
setoff,1
coalbill,1
bartera,1
selected,2
expressing,12
arrangement,10
robbery,2
imposition,2
curling,7
job,8
mute,5
outlasted,1
banquet,2
guests,5
halfundressed,1
gratefully,5
yawning,3
brighteyed,3
reclining,1
veiled,2
moonbeams,1
roar,13
hushed,10
doorway,13
giant,3
storybook,1
surveying,5
captives,2
ferociously,1
speechless,2
advise,12
flinch,1
yourselves,5
rub,4
marks,12
exordium,1
stumped,1
biting,5
tooth,10
prong,1
fleshy,1
writhe,7
majority,3
smaller,5
visited,5
instances,1
writhing,8
writhed,6
exaggerate,2
profession,21
craving,1
confident,10
chubby,3
scored,1
marked,10
disinterested,5
hotly,1
incapable,7
brute,3
possessed,24
admiral,1
commanderinchiefin,1
capacities,1
probable,6
infinitely,8
mischief,10
propitiators,1
remorseless,3
idol,4
abject,1
launch,2
servile,1
pretensions,4
eyehumbly,1
rules,3
cipheringbook,3
flattened,2
sting,1
idleness,2
morbidly,1
elses,6
lane,12
mouths,1
droop,1
eyeing,5
culprit,2
guilty,4
imperfect,5
approaches,3
command,12
falters,1
excuses,2
professes,2
determination,11
cuts,3
joke,6
beats,2
itmiserable,1
dogs,4
buzz,1
hum,4
bluebottles,1
cloggy,1
lukewarm,1
lead,22
blinking,3
owl,3
overpowers,2
looms,1
ruling,1
cipheringbooks,1
wakes,1
perception,12
ridge,1
fascinated,4
stands,11
shows,7
assumes,2
imploring,7
submissive,4
boldest,1
stops,1
shout,2
yell,1
contemplative,1
breaks,3
accidentally,3
ball,10
shudder,2
bounded,1
sacred,17
tight,10
german,1
sausages,1
rolypoly,1
puddings,2
merriest,1
canedi,1
caned,3
holiday,6
monday,7
rulerd,1
handsand,1
skeletons,7
hermit,1
symbols,1
mortality,1
caning,2
features,10
honourable,11
beadle,3
despised,3
offender,2
smarted,1
imprisoned,2
churchyardfull,1
swarming,1
dictionary,18
reward,6
sneak,2
highest,8
praise,22
recompense,3
sights,3
equal,13
attractions,4
gentility,6
surpassed,2
adore,4
notable,1
personages,1
stars,14
protection,10
proved,8
annoy,2
honoured,13
couldntor,1
events,27
didntdefend,1
pluck,1
passing,35
accidental,4
cemented,1
inspired,15
inconvenience,8
honour,58
hazarded,4
somebodyi,1
nowwas,1
recollected,3
flattered,1
commenced,2
execution,11
ravages,3
authors,2
interpretation,1
unwilling,12
narrating,2
narrate,2
drawback,1
indisposed,2
resume,4
disappoint,1
displease,2
tiresome,4
roused,16
sultana,1
scheherazade,1
forced,16
gettingup,2
resolute,11
sums,7
loser,1
transaction,5
justice,24
motive,16
admired,15
approval,7
trifles,6
aching,2
unflinching,1
tantalizing,1
suspect,16
letterwhat,1
wasarrived,1
weeks,27
oranges,4
bottles,11
cowslip,1
dispense,1
storytelling,3
hoarsea,1
roopy,1
exact,7
expressionand,2
drop,7
phial,1
administered,6
quill,1
restorative,1
sovereign,1
specific,2
orange,1
juice,1
ginger,2
dissolve,1
peppermint,3
flavour,4
experiments,3
compound,5
chosen,6
stomachic,1
stories,8
institution,4
flagged,1
traddlesi,1
eyeswas,1
chorus,5
convulsed,2
mirth,2
comic,2
alarming,9
jest,9
chattering,3
alguazill,1
connection,31
robbers,2
madrid,1
joker,1
counterfeited,1
ague,1
terror,6
overheard,3
prowling,4
disorderly,2
dreamy,4
encouraged,8
pursuit,16
profitable,6
plaything,8
accomplishment,3
bruited,1
youngest,8
stimulated,3
sheer,3
cruelty,2
dunce,1
schoolboys,1
existence,26
vanity,7
steerforths,33
urged,9
body,22
insomuch,3
crumbs,5
liking,9
systematic,3
disparagement,1
wounding,1
inducing,2
tangible,1
possession,25
twit,1
consequences,13
insignificant,2
unforeseen,1
diffused,1
experienced,5
manage,4
thrice,4
notes,12
offenders,2
wise,12
halfholiday,1
associate,4
animals,4
baited,1
bending,11
supported,4
amidst,2
speaker,7
commons,66
puss,3
whirled,1
grinning,3
mimicking,2
poverty,7
impossible,16
maddening,1
lounging,3
titter,1
darted,3
imitate,3
mended,5
establish,5
herehe,1
heador,1
urging,2
juniors,1
outrage,3
coolly,2
happens,5
position,40
favouritism,2
insult,3
whatwhere,1
tongue,13
fortunate,12
reasons,8
insulting,1
commit,3
beggar,18
unnecessary,8
ino,1
ii,5
iicould,1
ititwould,1
throne,3
rubbed,17
condescend,4
evaded,2
scorn,7
anger,4
opponent,2
noble,22
plain,33
favourites,5
swelling,2
demanded,5
angrily,10
assistant,3
pupil,10
degrade,2
whatsyourname,2
knot,3
brows,4
darting,1
employer,8
judicious,3
admit,7
shouldnt,20
glow,3
gallant,9
speech,22
steerforthalthough,1
candour,2
certainlyi,1
attach,2
epithet,1
abegging,1
mells,4
flush,2
remorse,7
pat,2
justify,4
meanwhat,1
charity,4
almshouse,1
politeness,6
assembled,6
correction,4
declare,8
publicly,2
apprehend,7
mistook,1
james,24
prefer,11
successor,4
asserting,1
warmly,8
independence,1
respectability,11
wound,11
cheersi,1
ardently,3
cheers,3
departure,23
sofa,31
selfreproach,3
contrition,3
enabled,4
unfriendlyor,1
relative,10
undutifulif,1
emotion,16
distressed,13
retorted,21
situation,11
disdainfully,5
situationwhich,1
itdo,1
polly,3
exalted,6
condescended,3
expressly,11
cause,32
conferred,3
boon,4
unselfishly,3
mournfully,5
amateur,2
classes,3
approved,10
learned,19
respected,2
menot,2
anybodythat,1
event,10
schoollife,1
survives,2
harassed,1
dire,1
visitors,8
interchanged,2
announcement,4
frill,2
repaired,6
orders,7
flutter,4
theni,2
lock,7
ducking,1
squeezing,4
cordial,9
pulled,18
nudged,1
bor,5
drying,4
oncommon,5
prodigious,4
crab,2
shrimps,4
piled,3
wittles,3
biled,3
stick,10
assure,46
thanks,14
smiling,27
sheepishly,1
shellfish,2
attempt,17
lugs,1
gravesen,3
chanced,2
dooty,4
wishing,8
reporting,5
famly,1
toebesure,1
similarly,1
merrygorounder,1
expressive,13
complete,18
reddening,8
wot,7
beamed,1
assent,11
jet,2
anywheres,2
behold,16
enthusiasm,6
bluff,3
irradiating,1
joyful,6
sparkle,3
stirred,10
heaves,1
loose,6
emphasizes,1
pygmy,1
sledgehammer,1
unexpected,9
visiting,6
explain,8
modestlygood,1
boatmenvery,1
peoplewho,1
gravesend,4
aye,20
returning,18
mannera,1
swaggeringwhich,1
borne,18
virtue,11
carriage,22
animal,9
aught,1
inborn,1
possess,4
yield,4
withstand,1
norfolk,3
depend,2
thoroughbuilt,2
boatman,5
tis,24
genlmn,3
genlmns,1
hor,3
forbade,1
vociferously,1
bowing,3
chuckling,1
tucking,2
ends,6
neckerchief,2
thankee,21
endeavours,3
pound,12
wellright,1
welcoming,2
readyleast,1
ways,22
unnerstand,3
reglar,2
dodman,1
snail,2
slow,23
attempted,2
echoed,6
heartiest,1
mentioning,12
transported,8
modestly,9
unobserved,3
nightquite,1
prostrate,4
wasin,2
drugged,1
draughts,2
pills,1
undermine,3
chapters,1
greek,2
testament,4
refusing,1
jumble,3
strife,3
struggle,12
waning,2
changing,5
frosty,5
rung,6
indifferently,1
warmed,7
shiveringmachine,1
alternation,1
roast,6
mutton,17
clods,2
dogseared,1
lessonbooks,1
tearblotted,1
canings,1
rulerings,1
haircuttings,1
rainy,3
sundays,3
suetpuddings,1
atmosphere,4
surrounding,2
distant,32
stationary,2
speck,4
counting,9
forebodings,1
breakingup,1
tonightwhen,1
mail,8
incoherent,3
dolphin,2
dolphins,3
blankets,1
shortness,1
appointed,14
elapsed,5
cuff,2
bloom,7
acknowledgement,7
gruff,3
drily,2
hesitation,11
inquisitively,2
hes,56
mans,17
awaitin,3
nono,1
growled,6
reflecting,5
agoin,1
doubtfully,4
chrisen,1
natral,8
fund,2
pondering,8
inwardly,2
waitin,1
artful,1
accompanied,17
nudge,2
stitch,5
slouched,2
chalk,3
tilt,2
peggottyapparently,1
memorandum,3
therenot,1
wrung,5
bleak,4
wintry,6
shreds,2
drifted,2
fearing,2
lowering,6
infantine,2
hall,14
lain,2
brimfull,1
thoughtful,18
murmured,11
suckling,1
infant,8
tiny,7
bosom,28
nestling,3
fondling,2
clasped,12
bounced,1
undisturbed,5
attendance,12
dine,11
plate,12
manofwar,2
hoarded,2
drat,1
slap,3
attacks,1
careworn,1
transparent,3
superadded,1
wife,103
headfor,1
fashion,5
cats,3
cranky,1
deaf,4
lame,2
mumbly,1
queen,2
beforehand,6
hospitality,4
cradle,5
nursed,2
delightfully,1
pitied,4
patron,4
score,6
awake,7
embracing,6
melike,1
wing,2
recollectand,1
redhot,4
coals,7
vanish,2
darned,1
blaze,6
stockings,4
unfailing,1
supply,9
class,3
topic,9
davys,5
absurd,5
forbid,7
alli,2
gracious,17
nonsensical,3
kindness,26
intentions,15
peggottyyou,3
muttered,5
bother,2
thoughtless,7
tooaa,1
blamed,1
wished,50
spare,32
suited,8
continuallyand,1
doesnt,5
grope,3
coalholes,1
pantries,1
agreeableand,1
insinuated,2
actuate,1
alluding,3
presentit,1
solely,4
benefit,8
loves,12
acts,4
weak,23
engendered,6
stealing,6
thankful,27
condemn,3
silently,7
vexatious,2
respond,4
ratify,2
treaty,1
friendship,27
hugs,1
contradictory,3
indulged,3
efficacious,1
snuffed,4
timesshe,1
sinceand,1
evermore,6
ascended,2
blast,1
feather,5
memorable,13
false,15
halfway,4
runs,5
tiptoe,4
presented,34
sign,15
resting,16
spot,26
sinister,3
sighed,5
teacaddy,1
scoop,2
calendar,4
checked,8
gloomily,4
figures,7
jocular,1
consternation,4
lap,8
horror,7
stiffened,1
dart,5
cherry,2
brandy,5
interdicted,1
recovery,4
pretence,19
interdict,1
babyit,1
sakewas,1
wonderfully,12
babys,2
positive,5
compare,4
unlike,14
utterly,11
dissimilar,1
respects,12
comparisons,1
stalked,1
bang,2
sensitive,11
constrained,4
boorish,1
steal,4
entrance,10
intensified,2
lecture,1
ceaselessly,1
offending,4
uneasily,3
cheerless,2
greatcoat,13
poring,2
resources,15
tormenting,3
dominant,1
trials,6
sulky,3
obdurate,4
tempers,3
dispositions,1
stubborn,1
surei,1
janethat,1
somewhat,4
vigorous,6
profit,3
waysat,1
tothat,2
arranging,7
wrists,4
agree,8
penetration,5
enable,9
insight,1
wenot,1
decentlyinterrupted,1
dispassionate,2
judges,3
inconsiderate,3
stiffly,3
develop,9
effort,20
improvement,8
refuge,10
involuntarily,5
sullenness,2
further,22
obedience,2
hoarse,3
chuckle,1
prompt,2
shunned,1
infected,2
attachment,13
abets,2
nothingsince,1
addressing,14
longestablished,2
fancies,10
disapprove,1
preferring,1
fail,14
wellbetter,1
concernedand,1
wearily,1
irksome,2
underwent,5
attitude,9
restlessness,5
scrutiny,4
complaint,5
intolerable,3
dullness,1
ticking,5
strung,1
divisions,2
moulding,1
chimneypiece,13
wandering,22
corkscrews,2
muddy,3
everywhere,8
monstrous,2
load,11
daymare,1
brooded,1
wits,10
blunted,1
evenings,9
employ,7
entertaining,3
pored,1
hardheaded,1
harderhearted,1
treatise,1
weights,2
measures,2
rule,6
britannia,6
threading,2
grandmothers,1
yawns,1
dozes,1
lapsed,3
concealed,8
answers,8
observations,3
overlooked,4
everybodys,3
hail,2
stroke,1
lagged,1
closing,4
cup,9
recovering,4
albeit,1
loomed,2
farewell,11
gulf,4
fervent,7
fold,5
intently,4
schoola,1
bedlooking,1
faceholding,1
birthday,10
anniversary,1
spirited,3
independent,4
engaging,9
swallowed,5
lesser,1
recollections,8
exist,4
gap,4
hoar,1
frost,2
ghostly,3
rimy,1
clammy,4
sputtering,2
foggy,2
wreathing,1
raw,3
tap,4
summoned,4
hamper,6
brightened,7
distribution,1
alacrity,2
hurried,23
newspaper,23
buttered,1
changes,17
distinctly,20
grieve,2
steady,15
dangerously,1
heaviest,2
grief,28
idle,15
calamity,3
idly,4
loitering,3
pining,2
sorrowful,11
flow,7
loss,26
affect,4
homefor,1
attached,19
stricken,5
importance,10
distinguished,14
slower,1
nightcoach,1
farmer,3
principally,10
countrypeople,1
intermediate,2
distances,5
insisted,7
lending,1
lend,12
soother,1
contribution,1
morrow,4
shortwinded,1
merrylooking,1
bunches,3
ribbons,9
puffing,3
narrow,16
omer,110
draper,2
tailor,3
haberdasher,2
furnisher,2
etc,7
stifling,2
clothing,3
unmade,1
including,3
beaverhats,1
bonnets,4
backparlour,1
heaped,3
cuttings,1
littered,1
crapei,1
industrious,5
workshop,2
hammering,1
tune,27
rattattat,9
minnie,32
tryingon,1
gaily,10
panted,3
porpoise,1
measure,9
preceded,4
extra,2
super,1
dimensions,2
recording,1
stock,9
trade,12
fashions,3
mint,2
discuss,4
breathing,7
breakneck,1
range,8
steps,20
stitching,1
hammered,2
destroyed,3
fiveandtwenty,2
fraction,1
pleasantly,7
wounds,2
scarcelytasted,1
rested,10
hastily,13
hammer,5
joram,25
candlelight,3
coughed,5
coffin,2
stayed,9
pack,3
baskets,4
humming,7
lover,8
chaise,12
haste,6
scissors,2
threaded,2
thread,10
smartly,1
chaisecart,2
pianofortevan,1
sombre,3
tail,3
wiser,7
remembering,10
community,2
moped,1
lovemaking,1
hilarity,1
judgement,15
bait,1
unbroken,6
blindly,3
backseeing,1
controlled,2
heed,4
weeping,14
fingernails,2
measured,5
shirts,2
exhibiting,2
selfcommand,2
diabolical,3
catalogue,2
unamiable,1
reducing,1
scratching,3
composedly,6
imperturbable,2
relaxing,1
softening,8
atom,1
astray,3
leaf,5
clocks,4
buriali,1
progressshe,1
cleanliness,5
embodied,2
cover,10
decanters,5
patterns,1
glasses,12
plates,13
odour,3
bend,4
followers,1
bearers,1
colourof,1
sadder,1
hush,11
bareheaded,5
sounding,4
resurrection,1
saith,1
lookerson,1
unto,3
themi,1
griefand,1
background,5
unchanged,8
linked,2
sorrow,29
talks,6
puts,7
dismisses,1
yesterdays,2
date,10
floated,2
shore,22
reappear,1
rock,7
sabbath,1
smoothing,4
comforted,4
concerning,12
sunk,6
itso,2
frightenedlike,1
tells,6
lighthearted,5
bygone,3
meshe,2
elsetill,1
dying,10
protect,3
downstairsfor,1
herbut,3
bury,2
lamb,3
restingplace,3
gentle,34
beating,11
dearso,1
daybreak,2
doubted,11
stronger,8
truewhen,1
armand,2
narration,2
bringing,16
period,30
rooted,2
winged,1
untroubled,2
cancelled,4
neglected,7
provided,19
performed,9
admitted,10
disliked,5
retained,4
condoled,1
sincerity,1
mustered,2
dryly,2
capable,11
required,18
frowned,3
warned,6
society,36
education,10
devoting,3
groundless,1
anticipate,4
neglect,3
shock,17
stunned,2
speculated,1
taught,12
cared,7
shabby,10
moody,2
feasibility,1
seek,25
transient,1
visions,3
daydreams,3
warming,10
stroking,3
involuntary,2
imitation,3
kinder,3
ofall,1
shortto,1
suitable,11
wistfully,6
brightening,2
animation,4
agoing,33
fortnights,1
visitjust,1
surrounded,9
renewing,2
peacefulness,1
roaming,1
charms,3
ruffled,6
picklejar,2
root,3
evil,20
hereor,1
humph,4
elseit,1
paramount,2
importancethat,1
demonstration,4
induce,8
withdraw,3
prudent,4
sourness,1
absorbed,4
retracted,1
depart,2
shouldered,1
largest,2
barkiss,11
visage,5
attachments,3
lifefor,1
myselfhad,2
formed,16
stuffed,1
notion,10
qualified,6
sagacious,4
affirmative,6
nudging,1
lefthand,2
hit,5
expedient,8
neat,17
inventing,1
manifestly,2
edged,1
descent,2
entertain,6
broiled,1
choked,4
pavement,8
shaken,12
jolted,1
shamefaced,2
leer,3
pervading,5
vacant,6
archway,5
confidentially,3
yourn,5
attempts,9
lucid,1
assuredly,3
impudence,1
whyi,1
protestations,1
unalterable,2
marriedto,1
prettys,1
musing,10
cheerily,3
anyways,2
itnot,1
thirty,6
wasntif,1
quotation,3
shrunk,13
pinch,2
porterage,1
halfanhours,2
moaned,4
amost,13
whimpering,3
applied,9
rightly,5
conjectured,1
impress,2
strolling,7
stature,1
bluer,1
dimpled,4
brighter,8
prettier,5
gayer,2
teasing,1
bestowed,10
grumbling,3
sh,3
spoiled,1
coaxed,3
whisker,10
thoroughly,23
sweetnatured,1
sly,1
shy,8
captivated,1
tenderhearted,5
backhanded,1
knock,13
guardian,6
ecstasy,7
hoorah,1
horhere,1
backhander,1
knowed,5
rudderford,1
steer,1
stretching,3
likelike,1
awhy,1
lion,6
frank,4
smoke,18
booklarning,1
hed,10
astonishingly,1
toss,3
cricketer,1
generous,12
theme,10
deserves,6
protected,1
deepest,6
sparkling,4
jewels,1
mantling,1
extraordinarily,6
blushes,4
moaning,7
fancying,1
rise,19
float,2
risen,9
fainter,3
petitioning,1
exceptit,1
exceptionthat,1
wandered,9
wanderings,3
whims,3
tormented,5
quietly,32
april,2
afternoons,2
beheld,8
glorified,4
sailing,11
golden,17
exceedingly,15
awkward,7
restore,3
offerings,1
eccentric,3
pigs,3
trotters,1
bushel,6
earrings,4
spanish,2
onions,2
dominoes,2
canary,3
pickled,1
wooing,1
produce,7
lining,3
partially,2
contenting,1
halfanhour,7
courtship,2
parallel,2
transactions,7
term,14
expired,4
accompany,8
anticipation,3
astir,1
betimes,2
bloomed,1
cuffs,1
rendered,10
gloves,18
coldest,1
size,3
drab,2
pantaloons,1
buff,1
bustle,4
shoe,2
luck,4
reminds,6
creeturs,2
gal,7
heave,1
festive,2
burden,9
excursion,2
rails,4
propose,16
determine,2
consenting,4
allowing,3
desperate,17
aspire,6
demure,1
assumption,2
charmingly,4
disparaging,3
winkby,1
witnesses,1
ceremony,19
abrupt,5
union,3
token,3
unimpaired,2
byroad,1
philosophically,1
sharpened,3
greens,1
fowl,8
outoftheway,4
wedding,9
exponent,1
impart,3
abilities,9
roeshusby,1
prodigy,1
faculties,3
fields,8
rambling,2
sunshine,6
flowery,1
meadows,1
moss,1
buried,5
innocence,7
afar,5
guileless,1
graces,3
bade,7
snugly,2
sheltered,2
protector,8
serpent,1
illdisposed,1
monster,8
destroy,3
glory,8
dragons,2
moveables,1
bureau,2
wood,7
tilefloored,1
retreating,2
quarto,1
edition,2
foxes,3
martyrs,4
casket,1
gem,1
enshrined,1
devouring,4
chiefly,9
edified,1
represented,10
horrors,3
inseparable,8
shelf,6
china,6
constancy,5
conditionapart,1
companionship,8
spiritless,2
thoughtswhich,1
hardest,3
keptto,1
dawned,2
sullenly,1
straitened,1
starved,2
relenting,7
passionless,2
coldly,4
illness,5
languished,2
lounged,3
disregarded,1
widower,3
lighthaired,2
connecting,2
tortoiseshell,1
cat,11
surgery,1
pharmacopoeia,1
pounding,1
mortar,2
emptyhanded,1
disappointments,3
miser,2
dutifully,4
coffer,1
riches,3
tenacious,1
smallest,5
instalments,2
artifice,2
prepare,6
elaborate,2
gunpowder,1
plot,2
saturdays,2
invocation,3
happier,18
listless,1
meditative,3
attentively,11
beforeit,1
matteri,1
educated,5
dubiously,4
aversion,2
elsewhere,11
disengage,2
troubling,4
released,9
wicket,1
moping,3
droning,2
requires,3
correcting,2
force,17
conform,1
stubbornness,1
crushed,9
rate,15
costly,3
advantageous,1
fight,7
occurs,2
countinghouse,9
grinby,6
cellars,2
wharf,2
sisters,14
manages,2
deferentially,3
suggests,1
gives,20
employment,14
impatient,8
noticing,2
earn,2
provide,10
pocketmoney,1
washing,4
estimate,3
awhile,3
oscillating,1
points,13
clearing,6
muchworn,1
crape,1
corduroy,1
trouserswhich,1
armour,2
attired,2
trunk,3
postchaise,2
lessening,1
blotted,5
intervening,3
spire,2
upwards,5
bodily,3
mentally,2
behalf,7
labouring,6
hind,4
grinbys,11
warehouse,7
waterside,3
blackfriars,4
improvements,3
curving,1
crazy,2
abutting,1
mud,5
literally,2
overrun,1
rats,2
panelled,5
decaying,1
floors,1
squeaking,1
scuffling,2
rottenness,1
quinions,1
wines,1
packet,7
east,8
west,1
indies,2
traffic,1
reject,1
flawed,1
rinse,1
labels,1
pasted,2
corks,3
packed,3
casks,3
rail,1
hither,2
auspiciously,2
oldest,2
mick,5
walker,7
bargeman,1
headdress,1
mayors,1
theto,1
meextraordinary,1
mealy,6
christened,2
mealys,1
waterman,1
additional,3
fireman,1
theatres,1
mealysi,1
sisterdid,1
imps,1
pantomimes,1
compared,7
everyday,1
associates,1
childhoodnot,1
hopes,20
emulation,2
flaw,2
tapped,5
beckoned,5
stoutish,1
middleaged,3
surtout,2
tights,4
shoes,15
extensive,7
imposing,2
shirtcollar,14
jaunty,1
quizzingglass,1
coatfor,1
ornament,4
condescending,3
indescribable,4
genteel,19
mentions,1
rear,4
unoccupiedand,1
ain,1
bedroomthe,1
beginner,1
waved,10
micawber,768
ahem,2
lodgings,6
lodger,6
windsor,5
terrace,9
city,17
iin,2
confidencei,1
peregrinations,1
metropolis,2
penetrating,2
arcana,1
babylon,2
roadin,1
yourselfi,1
install,1
intrude,4
salary,6
uncertainty,5
neighbouring,7
streets,42
washed,7
impressing,2
blinds,3
delude,4
twins,16
darkcomplexioned,1
orfling,6
lukes,2
workhouse,3
completed,11
chamber,11
stencilled,1
muffin,1
scantily,2
furnished,9
twin,3
papa,59
micawbers,89
overwhelming,3
experientia,1
itas,3
officer,4
marines,2
traveller,4
miscellaneous,5
creditors,5
issue,4
obtained,14
law,20
precocious,1
selfdependence,1
communicate,6
exert,6
brassplate,1
engraved,2
boarding,2
ladies,39
dirtyfaced,1
bootmaker,2
micawbercome,1
receiving,11
taunts,2
mount,6
wrath,4
swindlers,1
ineffectual,3
extremity,4
crossing,6
roaring,3
mortification,2
razor,1
polish,1
elastic,1
fainting,4
fits,1
kings,10
taxes,2
breaded,1
teaspoons,5
pawnbrokers,2
grate,3
swoon,5
veal,4
cutlet,3
exclusive,5
penny,3
pennyworth,2
modicum,1
cheese,7
advice,22
counsel,9
qualifiedhow,1
otherwiseto,1
undertake,7
halfprice,2
pastrycooks,6
shops,18
finances,1
martins,2
churchat,1
churchwhich,1
currants,1
twopennyworth,1
strandsomewhere,1
rebuilt,1
flabby,3
raisins,1
saveloy,2
fourpenny,1
cooks,3
àlamode,1
beefhouse,1
drury,1
ordering,4
delicacy,11
apparition,2
halfapint,1
readymade,2
venison,1
fleet,5
covent,10
stared,11
pineapples,1
adelphi,5
arches,7
emerging,3
coalheavers,1
bench,14
frequently,12
bar,19
porter,6
moisten,1
landlord,6
bestyour,1
bestale,1
twopencehalfpenny,1
genuine,7
stunning,3
producing,4
screen,4
shirtsleeves,2
windowframe,1
halfdoor,2
partition,2
landlords,2
admiring,7
compassionate,8
womanly,2
unintentionally,1
scantiness,1
insufficiently,1
unsatisfactorily,1
fed,2
robber,1
vagabond,6
occupied,24
dealing,3
anomalous,1
footing,8
exquisitely,3
contempt,4
expeditious,1
skilful,1
theirs,2
gent,1
suffolker,1
gregory,1
foreman,1
packers,1
tipp,3
carman,3
mostly,4
confidential,18
efforts,13
results,4
readings,1
perishing,1
uprose,1
rebelled,2
rescue,2
reconciled,5
miserably,3
addition,4
calculations,3
debts,3
treatpartly,1
earlymrs,1
heartrending,3
shavingpot,3
violently,10
conversations,2
jacks,2
nan,1
flood,5
calculation,5
bowwindows,2
equality,2
originating,3
respective,3
sprung,6
ludicrous,1
disparity,9
prevailed,10
accept,8
hesitate,2
crisis,10
cheesewhich,1
adapted,6
familysaid,1
scrap,5
larder,3
pocketfrom,1
presume,4
wednesday,7
conversationand,1
heartfelt,2
loan,1
discretion,6
render,11
thankfully,3
salt,7
sugars,1
borrowed,7
dispose,10
clickettthis,1
workhousebeing,1
vulgar,1
liberties,2
reposed,4
portable,1
chiffonier,1
library,3
bookstall,2
roadone,1
bookstalls,1
sold,19
keeper,1
tipsy,1
scolded,1
audience,2
turnup,2
excesses,2
quarrelsome,1
needful,4
rating,1
somehad,1
drunkand,1
officiated,1
decline,5
noun,1
adjective,1
conjugate,1
transacted,1
arrested,4
skittles,4
turnkey,3
debtors,3
rug,2
swam,1
dimmed,2
conjured,3
ayear,2
income,9
nineteen,6
bricks,2
rusted,1
debtor,2
shared,3
bakehouse,1
