,POS Diversity
3166,0.30612244897959184
3167,0.45
3168,0.296875
3169,0.8181818181818182
3170,0.175
3171,0.42105263157894735
3172,0.19801980198019803
3173,0.3333333333333333
3174,0.56
3175,0.41025641025641024
3176,0.3333333333333333
3177,0.4411764705882353
3178,0.31746031746031744
3179,0.2777777777777778
3180,0.7
3181,0.7142857142857143
3182,0.47368421052631576
3183,0.55
3184,0.5454545454545454
3185,0.5263157894736842
3186,0.2833333333333333
3187,0.2727272727272727
3188,0.42857142857142855
3189,0.7058823529411765
3190,0.3793103448275862
3191,0.3384615384615385
3192,0.3488372093023256
3193,0.32
3194,0.5
3195,0.6666666666666666
3196,0.41025641025641024
3197,0.3333333333333333
3198,0.6923076923076923
3199,1.0
3200,0.6190476190476191
3201,0.37037037037037035
3202,0.6111111111111112
3203,0.75
3204,1.0
3205,0.6923076923076923
3206,0.4411764705882353
3207,0.4074074074074074
3208,0.4444444444444444
3209,0.25
3210,0.5714285714285714
3211,0.45454545454545453
3212,0.5517241379310345
3213,0.48
3214,0.3620689655172414
3215,0.8
3216,0.2727272727272727
3217,0.2159090909090909
3218,0.64
3219,0.35294117647058826
3220,0.2537313432835821
3221,0.30612244897959184
3222,0.5151515151515151
3223,0.391304347826087
3224,0.6666666666666666
3225,0.5833333333333334
3226,0.43478260869565216
3227,1.0
3228,0.5555555555555556
3229,1.0
3230,1.0
3231,0.36538461538461536
3232,0.40384615384615385
3233,0.42
3234,0.3617021276595745
3235,0.4230769230769231
3236,0.2625
3237,0.3877551020408163
3238,0.4358974358974359
3239,0.4642857142857143
3240,0.2903225806451613
3241,0.6153846153846154
3242,0.8
3243,0.44
3244,0.35555555555555557
3245,0.34782608695652173
3246,0.22826086956521738
3247,0.6153846153846154
3248,0.6666666666666666
3249,0.8333333333333334
3250,0.5714285714285714
3251,0.425531914893617
3252,0.6666666666666666
3253,0.8181818181818182
3254,0.6666666666666666
3255,0.875
3256,0.4
3257,0.7272727272727273
3258,0.7619047619047619
3259,0.28169014084507044
3260,0.41818181818181815
3261,0.2647058823529412
3262,0.3103448275862069
3263,0.3137254901960784
3264,0.5151515151515151
3265,1.0
3266,0.3142857142857143
3267,1.0
3268,0.75
3269,0.36585365853658536
3270,0.5
3271,0.25316455696202533
3272,0.6190476190476191
3273,0.2727272727272727
3274,1.0
3275,0.75
3276,0.8571428571428571
3277,0.36363636363636365
3278,0.44
3279,0.6666666666666666
3280,0.6153846153846154
3281,0.4375
3282,0.2857142857142857
3283,0.6190476190476191
3284,0.7058823529411765
3285,0.3448275862068966
3286,0.38461538461538464
3287,0.875
3288,0.5217391304347826
3289,0.5714285714285714
3290,0.6
3291,0.8888888888888888
3292,0.7857142857142857
3293,0.8
3294,0.5882352941176471
3295,0.3157894736842105
3296,0.5
3297,0.8
3298,0.8181818181818182
3299,0.2857142857142857
3300,0.625
3301,0.6
3302,0.4642857142857143
3303,0.6923076923076923
3304,0.32142857142857145
3305,0.75
3306,0.3333333333333333
3307,0.9
3308,0.6
3309,0.30158730158730157
3310,0.3333333333333333
3311,0.6666666666666666
3312,1.0
3313,0.4782608695652174
3314,0.65
3315,0.4444444444444444
3316,0.7
3317,0.3114754098360656
3318,0.8333333333333334
3319,0.5217391304347826
3320,0.6666666666666666
3321,0.6071428571428571
3322,0.6428571428571429
3323,0.3548387096774194
3324,0.27419354838709675
3325,0.5652173913043478
3326,0.8
3327,0.8
3328,0.5909090909090909
3329,0.4166666666666667
3330,0.6
3331,0.358974358974359
3332,0.9090909090909091
3333,0.4722222222222222
3334,0.37209302325581395
3335,0.3125
3336,0.5161290322580645
3337,0.9166666666666666
3338,0.25333333333333335
3339,0.5277777777777778
3340,0.8461538461538461
3341,0.8571428571428571
3342,0.6470588235294118
3343,0.28125
3344,0.34782608695652173
3345,0.35
3346,0.5
3347,0.28735632183908044
3348,0.2982456140350877
3349,0.275
3350,0.4117647058823529
3351,0.35185185185185186
3352,0.53125
3353,0.34210526315789475
3354,0.2676056338028169
3355,0.5714285714285714
3356,0.8571428571428571
3357,1.0
3358,1.0
3359,1.0
3360,0.43902439024390244
3361,0.5121951219512195
3362,0.5
3363,0.7777777777777778
3364,0.8571428571428571
3365,1.0
3366,0.8333333333333334
3367,0.275
3368,0.20952380952380953
3369,0.25806451612903225
3370,0.4358974358974359
3371,0.3055555555555556
3372,0.6428571428571429
3373,0.7
3374,0.3055555555555556
3375,0.52
3376,0.5416666666666666
3377,0.6923076923076923
3378,0.8
3379,0.5416666666666666
3380,0.6666666666666666
3381,0.4117647058823529
3382,0.30952380952380953
3383,0.1610738255033557
3384,0.5333333333333333
3385,0.6666666666666666
3386,0.41025641025641024
3387,0.75
3388,1.0
3389,1.0
3390,0.8333333333333334
3391,0.27419354838709675
3392,0.3333333333333333
3393,0.45161290322580644
3394,0.3898305084745763
3395,0.3548387096774194
3396,0.47368421052631576
3397,0.8666666666666667
3398,0.25555555555555554
3399,0.6875
3400,0.625
3401,0.3076923076923077
3402,0.6190476190476191
3403,0.2459016393442623
3404,0.46153846153846156
3405,0.2
3406,0.3695652173913043
3407,0.625
3408,0.30158730158730157
3409,0.3898305084745763
3410,0.7333333333333333
3411,1.0
3412,0.5
3413,1.0
3414,0.20833333333333334
3415,1.0
3416,0.6086956521739131
3417,0.375
3418,0.5625
3419,0.6
3420,0.6666666666666666
3421,0.34146341463414637
3422,0.9
3423,0.75
3424,1.0
3425,0.28378378378378377
3426,0.23958333333333334
3427,0.43243243243243246
3428,0.7692307692307693
3429,0.6086956521739131
3430,0.5238095238095238
3431,0.43333333333333335
3432,0.5652173913043478
3433,0.42857142857142855
3434,1.0
3435,0.40476190476190477
3436,0.3684210526315789
3437,0.5
3438,0.39473684210526316
3439,0.5555555555555556
3440,0.5714285714285714
3441,0.296875
3442,0.375
3443,0.3888888888888889
3444,0.40425531914893614
3445,0.8333333333333334
3446,0.6363636363636364
3447,0.75
3448,1.0
3449,0.75
3450,0.5555555555555556
3451,0.48148148148148145
3452,1.0
3453,0.75
3454,0.47058823529411764
3455,0.3114754098360656
3456,0.21
3457,1.0
3458,0.5
3459,0.4411764705882353
3460,0.7692307692307693
3461,0.20930232558139536
3462,0.3958333333333333
3463,0.75
3464,0.6363636363636364
3465,0.358974358974359
3466,0.4
3467,0.6
3468,0.5909090909090909
3469,0.22784810126582278
3470,0.25316455696202533
3471,0.41304347826086957
3472,0.375
3473,0.5416666666666666
3474,0.40540540540540543
3475,0.56
3476,0.8181818181818182
3477,0.42857142857142855
3478,0.8571428571428571
3479,1.0
3480,0.5833333333333334
3481,0.26582278481012656
3482,0.5789473684210527
3483,0.45454545454545453
3484,0.5789473684210527
3485,0.7
3486,0.3829787234042553
3487,0.7777777777777778
3488,0.5652173913043478
3489,0.37209302325581395
3490,0.7222222222222222
3491,0.5833333333333334
3492,0.5405405405405406
3493,0.34615384615384615
3494,0.25396825396825395
3495,0.4418604651162791
3496,0.4
3497,0.4482758620689655
3498,0.31343283582089554
3499,0.6
3500,0.2909090909090909
3501,0.2289156626506024
3502,0.4074074074074074
3503,0.29310344827586204
3504,0.38
3505,0.5625
3506,0.5294117647058824
3507,1.0
3508,0.38
3509,0.22549019607843138
3510,0.37254901960784315
3511,0.3448275862068966
3512,0.46875
3513,0.2807017543859649
3514,0.4358974358974359
3515,0.6428571428571429
3516,0.6666666666666666
3517,0.6153846153846154
3518,0.6428571428571429
3519,0.6363636363636364
3520,0.7
3521,0.28125
3522,0.3793103448275862
3523,0.2786885245901639
3524,1.0
3525,0.19101123595505617
3526,0.36
3527,0.6923076923076923
3528,0.42105263157894735
3529,0.32786885245901637
3530,0.2727272727272727
3531,0.5333333333333333
3532,1.0
3533,0.40540540540540543
3534,0.29850746268656714
3535,0.2878787878787879
3536,0.3157894736842105
3537,0.4838709677419355
3538,0.5333333333333333
3539,0.8125
3540,1.0
3541,0.4473684210526316
3542,0.3023255813953488
3543,0.3191489361702128
3544,0.5294117647058824
3545,0.5833333333333334
3546,0.5652173913043478
3547,0.6666666666666666
3548,0.4166666666666667
3549,0.38461538461538464
3550,0.8181818181818182
3551,0.5294117647058824
3552,0.7142857142857143
3553,0.47619047619047616
3554,0.35714285714285715
3555,0.4473684210526316
3556,0.55
3557,0.8571428571428571
3558,0.5151515151515151
3559,0.8
3560,0.6428571428571429
3561,0.3333333333333333
3562,0.6
3563,1.0
3564,1.0
3565,0.8888888888888888
3566,1.0
3567,0.7333333333333333
3568,0.425
3569,0.8333333333333334
3570,0.3877551020408163
3571,0.5
3572,0.3333333333333333
3573,0.37142857142857144
3574,0.30612244897959184
3575,0.22580645161290322
3576,0.2647058823529412
3577,0.5
3578,0.42857142857142855
3579,0.8333333333333334
3580,0.5652173913043478
3581,0.5
3582,1.0
3583,1.0
3584,0.7777777777777778
3585,0.6666666666666666
3586,0.7272727272727273
3587,0.6842105263157895
3588,1.0
3589,0.5454545454545454
3590,0.5
3591,0.8181818181818182
3592,0.5185185185185185
3593,0.6666666666666666
3594,0.4878048780487805
3595,0.9090909090909091
3596,0.8
3597,0.7
3598,0.29508196721311475
3599,0.25
3600,0.4782608695652174
3601,0.22535211267605634
3602,0.5294117647058824
3603,0.41379310344827586
3604,0.6086956521739131
3605,0.65
3606,0.4722222222222222
3607,0.7142857142857143
3608,0.4444444444444444
3609,0.4375
3610,0.43243243243243246
3611,0.42105263157894735
3612,0.6
3613,0.8571428571428571
3614,0.3617021276595745
3615,0.45161290322580644
3616,0.3235294117647059
3617,0.7142857142857143
3618,0.3939393939393939
3619,0.2777777777777778
3620,0.5454545454545454
3621,0.3783783783783784
3622,0.6
3623,0.5
3624,0.32142857142857145
3625,0.4838709677419355
3626,0.47058823529411764
3627,0.8
3628,0.41025641025641024
3629,0.6086956521739131
3630,0.4722222222222222
3631,0.38235294117647056
3632,0.5263157894736842
3633,0.7692307692307693
3634,0.3076923076923077
3635,0.7142857142857143
3636,0.2647058823529412
3637,0.4444444444444444
3638,1.0
3639,0.6
3640,0.7333333333333333
3641,0.5
3642,0.38461538461538464
3643,0.5217391304347826
3644,0.28125
3645,0.27941176470588236
3646,0.38
3647,0.2753623188405797
3648,0.2903225806451613
3649,0.4857142857142857
3650,0.4
3651,0.3404255319148936
3652,1.0
3653,0.43478260869565216
3654,0.2222222222222222
3655,0.5769230769230769
3656,0.5172413793103449
3657,0.6
3658,0.7333333333333333
3659,0.26666666666666666
3660,0.631578947368421
3661,0.75
3662,1.0
3663,0.7777777777777778
3664,0.8
3665,0.75
3666,0.5714285714285714
3667,0.3333333333333333
3668,0.7142857142857143
3669,0.7647058823529411
3670,0.22784810126582278
3671,0.2903225806451613
3672,0.2777777777777778
3673,0.42
3674,0.4857142857142857
3675,0.4857142857142857
3676,0.35294117647058826
3677,0.3191489361702128
3678,0.3584905660377358
3679,0.34782608695652173
3680,0.36
3681,0.3076923076923077
3682,0.5416666666666666
3683,0.6071428571428571
3684,0.6818181818181818
3685,0.45
3686,0.5
3687,0.29850746268656714
3688,0.47368421052631576
3689,0.42424242424242425
3690,0.4594594594594595
3691,0.5238095238095238
3692,0.6470588235294118
3693,0.625
3694,0.6190476190476191
3695,0.41025641025641024
3696,0.4642857142857143
3697,0.5925925925925926
3698,0.5384615384615384
3699,0.6
3700,0.8888888888888888
3701,0.75
3702,0.6
3703,0.6153846153846154
3704,1.0
3705,0.46875
3706,0.6538461538461539
3707,0.5652173913043478
3708,0.6666666666666666
3709,0.2235294117647059
3710,0.30357142857142855
3711,0.22580645161290322
3712,0.6666666666666666
3713,0.3103448275862069
3714,0.3617021276595745
3715,0.38095238095238093
3716,0.4090909090909091
3717,0.5
3718,0.6190476190476191
3719,0.38
3720,0.7
3721,0.75
3722,0.425
3723,0.42857142857142855
3724,0.3064516129032258
3725,0.37142857142857144
3726,0.6666666666666666
3727,0.40625
3728,0.6
3729,0.3333333333333333
3730,0.3508771929824561
3731,0.6
3732,0.7058823529411765
3733,0.5555555555555556
3734,0.3448275862068966
3735,0.5
3736,0.5238095238095238
3737,0.48
3738,0.44
3739,0.38181818181818183
3740,0.4074074074074074
3741,0.5384615384615384
3742,0.273972602739726
3743,0.5
3744,0.4117647058823529
3745,0.5454545454545454
3746,0.6
3747,0.9090909090909091
3748,0.5384615384615384
3749,0.625
3750,0.5
3751,0.7058823529411765
3752,1.0
3753,0.5769230769230769
3754,0.5833333333333334
3755,1.0
3756,0.2716049382716049
3757,0.5925925925925926
3758,0.5
3759,0.3125
3760,0.5882352941176471
3761,0.4827586206896552
3762,0.7142857142857143
3763,0.8571428571428571
3764,0.875
3765,0.4666666666666667
3766,0.5454545454545454
3767,0.23076923076923078
3768,0.36363636363636365
3769,0.4
3770,0.38636363636363635
3771,0.7692307692307693
3772,0.7
3773,0.3275862068965517
3774,0.6428571428571429
3775,0.7
3776,0.6
3777,0.6
3778,0.25274725274725274
3779,0.5
3780,0.7
3781,1.0
3782,0.3333333333333333
3783,0.6
3784,0.7
3785,0.5789473684210527
3786,0.7
3787,0.6666666666666666
3788,0.5555555555555556
3789,0.9
3790,0.4444444444444444
3791,0.5428571428571428
3792,0.5454545454545454
3793,0.8333333333333334
3794,0.3492063492063492
3795,0.5714285714285714
3796,0.2018348623853211
3797,1.0
3798,0.6428571428571429
3799,0.35185185185185186
3800,0.6666666666666666
3801,0.37037037037037035
3802,0.5384615384615384
3803,0.42105263157894735
3804,0.6666666666666666
3805,0.6111111111111112
3806,0.5789473684210527
3807,1.0
3808,0.6923076923076923
3809,0.4722222222222222
3810,0.43478260869565216
3811,0.3181818181818182
3812,0.3333333333333333
3813,0.7777777777777778
3814,0.21505376344086022
3815,0.4523809523809524
3816,0.34545454545454546
3817,0.25287356321839083
3818,0.3148148148148148
3819,0.42857142857142855
3820,0.5238095238095238
3821,0.35555555555555557
3822,0.4090909090909091
3823,0.3090909090909091
3824,0.43478260869565216
3825,0.4090909090909091
3826,0.2909090909090909
3827,0.25274725274725274
3828,0.2716049382716049
3829,0.3333333333333333
3830,0.5517241379310345
3831,0.2982456140350877
3832,0.23863636363636365
3833,0.2631578947368421
3834,0.7058823529411765
3835,0.7142857142857143
3836,0.24
3837,0.24358974358974358
3838,0.7857142857142857
3839,0.5833333333333334
3840,0.4482758620689655
3841,0.2923076923076923
3842,0.25
3843,0.7142857142857143
3844,0.5416666666666666
3845,0.5
3846,0.5
3847,0.42105263157894735
3848,0.425
3849,0.2553191489361702
3850,0.5
3851,0.2830188679245283
3852,0.8333333333333334
3853,0.2926829268292683
3854,0.5769230769230769
3855,0.7777777777777778
3856,0.53125
3857,0.38235294117647056
3858,0.425531914893617
3859,0.4782608695652174
3860,0.5625
3861,0.4074074074074074
3862,0.30303030303030304
3863,0.4
3864,0.6666666666666666
3865,0.6153846153846154
3866,0.75
3867,0.3333333333333333
3868,0.5
3869,0.5555555555555556
3870,1.0
3871,0.6190476190476191
3872,0.375
3873,0.3584905660377358
3874,0.7333333333333333
3875,0.8571428571428571
3876,0.5263157894736842
3877,0.625
3878,0.6086956521739131
3879,0.5909090909090909
3880,0.8571428571428571
3881,0.5185185185185185
3882,0.23863636363636365
3883,0.6521739130434783
3884,0.6666666666666666
3885,0.7142857142857143
3886,1.0
3887,0.7857142857142857
3888,0.4166666666666667
3889,1.0
3890,0.24324324324324326
3891,0.5555555555555556
3892,0.4666666666666667
3893,0.56
3894,0.2111111111111111
3895,0.40476190476190477
3896,0.36585365853658536
3897,0.6666666666666666
3898,0.5
3899,0.35
3900,0.6
3901,0.23232323232323232
3902,1.0
3903,0.5454545454545454
3904,0.3333333333333333
3905,0.5
3906,0.45454545454545453
3907,0.375
3908,0.3090909090909091
3909,0.3170731707317073
3910,0.3958333333333333
3911,0.55
3912,0.3870967741935484
3913,0.3220338983050847
3914,0.4444444444444444
3915,0.375
3916,0.3902439024390244
3917,0.5161290322580645
3918,0.5454545454545454
3919,0.5454545454545454
3920,0.30434782608695654
3921,0.8888888888888888
3922,0.42857142857142855
3923,0.6666666666666666
3924,0.5517241379310345
3925,0.358974358974359
3926,0.34
3927,0.39473684210526316
3928,0.2441860465116279
3929,0.3541666666666667
3930,0.5652173913043478
3931,0.7222222222222222
3932,0.8888888888888888
3933,0.7333333333333333
3934,0.6842105263157895
3935,0.6190476190476191
3936,0.23529411764705882
3937,0.3050847457627119
3938,0.2361111111111111
3939,0.5294117647058824
3940,0.42857142857142855
3941,0.3064516129032258
3942,0.875
3943,0.7058823529411765
3944,1.0
3945,0.8333333333333334
3946,0.3442622950819672
3947,0.26865671641791045
3948,0.5294117647058824
3949,1.0
3950,1.0
3951,0.5769230769230769
3952,0.6842105263157895
3953,0.7058823529411765
3954,0.3488372093023256
3955,0.6153846153846154
3956,0.4857142857142857
3957,0.4666666666666667
3958,0.5
3959,0.75
3960,0.6666666666666666
3961,0.425
3962,0.4782608695652174
3963,0.36363636363636365
3964,0.8
3965,0.3333333333333333
3966,0.35294117647058826
3967,0.47368421052631576
3968,0.3939393939393939
3969,0.6923076923076923
3970,0.3103448275862069
3971,0.3902439024390244
3972,0.2777777777777778
3973,0.5862068965517241
3974,0.3442622950819672
3975,0.6363636363636364
3976,0.2727272727272727
3977,0.45
3978,0.5483870967741935
3979,0.5384615384615384
3980,0.6
3981,0.65
3982,0.5
3983,0.46153846153846156
3984,0.2753623188405797
3985,0.34615384615384615
3986,0.3469387755102041
3987,0.3333333333333333
3988,0.3333333333333333
3989,0.8181818181818182
3990,0.3103448275862069
3991,0.34146341463414637
3992,0.45714285714285713
3993,0.3902439024390244
3994,0.375
3995,0.30434782608695654
3996,0.3877551020408163
3997,0.875
3998,0.39215686274509803
3999,0.3617021276595745
4000,0.5151515151515151
4001,0.5384615384615384
4002,0.38636363636363635
4003,0.40384615384615385
4004,0.3620689655172414
4005,0.4827586206896552
4006,0.4473684210526316
4007,0.4
4008,0.5555555555555556
4009,0.4166666666666667
4010,0.6666666666666666
4011,0.6363636363636364
4012,0.7222222222222222
4013,0.8888888888888888
4014,0.4117647058823529
4015,0.46875
4016,0.7777777777777778
4017,0.7272727272727273
4018,0.5925925925925926
4019,0.48148148148148145
4020,0.3333333333333333
4021,0.7647058823529411
4022,0.8888888888888888
4023,0.32
4024,0.8333333333333334
4025,1.0
4026,0.14285714285714285
4027,0.2
4028,0.37254901960784315
4029,0.5483870967741935
4030,0.5416666666666666
4031,0.39473684210526316
4032,0.42424242424242425
4033,0.3333333333333333
4034,0.6842105263157895
4035,0.3783783783783784
4036,0.7333333333333333
4037,0.625
4038,0.6428571428571429
4039,0.41379310344827586
4040,0.47058823529411764
4041,0.6666666666666666
4042,0.3333333333333333
4043,0.21428571428571427
4044,0.3235294117647059
4045,0.3220338983050847
4046,0.5909090909090909
4047,0.2916666666666667
4048,0.42857142857142855
4049,0.43902439024390244
4050,0.25
4051,0.4222222222222222
4052,0.5555555555555556
4053,0.22077922077922077
4054,0.18796992481203006
4055,0.5714285714285714
4056,0.4722222222222222
4057,0.31666666666666665
4058,0.5
4059,0.6111111111111112
4060,0.45714285714285713
4061,0.6923076923076923
4062,0.875
4063,0.8888888888888888
4064,0.5714285714285714
4065,0.5769230769230769
4066,0.5769230769230769
4067,0.5357142857142857
4068,0.75
4069,0.2976190476190476
4070,0.4838709677419355
4071,0.34782608695652173
4072,0.5769230769230769
4073,0.5416666666666666
4074,0.8571428571428571
4075,1.0
4076,0.3508771929824561
4077,0.5384615384615384
4078,0.4444444444444444
4079,0.5714285714285714
4080,0.6923076923076923
4081,0.625
4082,0.32558139534883723
4083,0.3953488372093023
4084,0.5238095238095238
4085,0.5882352941176471
4086,0.265625
4087,0.42857142857142855
4088,0.5555555555555556
4089,0.7
4090,0.56
4091,0.3469387755102041
4092,0.29850746268656714
4093,0.5909090909090909
4094,0.6
4095,0.5652173913043478
4096,0.3611111111111111
4097,0.2978723404255319
4098,0.5714285714285714
4099,0.23076923076923078
4100,0.3191489361702128
4101,0.30303030303030304
4102,0.9166666666666666
4103,0.38636363636363635
4104,0.475
4105,0.29310344827586204
4106,0.875
4107,0.15789473684210525
4108,0.26153846153846155
4109,0.7
4110,0.35294117647058826
4111,0.4166666666666667
4112,0.38596491228070173
4113,0.36538461538461536
4114,0.5
4115,1.0
4116,0.40476190476190477
4117,0.425
4118,0.8181818181818182
4119,0.7333333333333333
4120,0.30303030303030304
4121,0.5405405405405406
4122,0.5652173913043478
4123,0.3333333333333333
4124,0.35
4125,0.32653061224489793
4126,0.8461538461538461
4127,0.8888888888888888
4128,0.19811320754716982
4129,0.5714285714285714
4130,0.6666666666666666
4131,0.3448275862068966
4132,0.9
4133,0.9
4134,0.3584905660377358
4135,0.7142857142857143
4136,0.25925925925925924
4137,1.0
4138,1.0
4139,1.0
4140,0.40540540540540543
4141,0.42424242424242425
4142,0.4411764705882353
4143,0.5
4144,0.1565217391304348
4145,1.0
4146,0.5
4147,0.2564102564102564
4148,0.4444444444444444
4149,0.7777777777777778
4150,0.8571428571428571
4151,0.6
4152,0.48148148148148145
4153,0.7857142857142857
4154,0.9
4155,0.25316455696202533
4156,0.42857142857142855
4157,0.75
4158,0.56
4159,1.0
4160,0.4186046511627907
4161,0.75
4162,0.6470588235294118
4163,1.0
4164,0.35
4165,0.8333333333333334
4166,0.45454545454545453
4167,0.5
4168,0.375
4169,0.6666666666666666
4170,0.5
4171,0.52
4172,0.8333333333333334
4173,0.4722222222222222
4174,0.6
4175,0.5
4176,0.5384615384615384
4177,0.7
4178,0.6
4179,0.3783783783783784
4180,0.7857142857142857
4181,0.38461538461538464
4182,0.2727272727272727
4183,0.75
4184,0.36065573770491804
4185,0.40540540540540543
4186,0.4827586206896552
4187,0.2857142857142857
4188,0.53125
4189,0.6470588235294118
4190,0.3
4191,0.34545454545454546
4192,0.4838709677419355
4193,0.3150684931506849
4194,0.5
4195,0.37209302325581395
4196,0.8571428571428571
4197,0.4074074074074074
4198,0.5185185185185185
4199,0.8333333333333334
4200,0.75
4201,0.4090909090909091
4202,0.3953488372093023
4203,0.3888888888888889
4204,0.25
4205,0.7857142857142857
4206,0.3194444444444444
4207,0.41025641025641024
4208,0.32142857142857145
4209,0.4666666666666667
4210,0.29411764705882354
4211,0.9166666666666666
4212,0.8
4213,0.8181818181818182
4214,0.5909090909090909
4215,0.7272727272727273
4216,0.391304347826087
4217,0.28
4218,0.3148148148148148
4219,0.5714285714285714
4220,0.3617021276595745
4221,1.0
4222,0.47368421052631576
4223,0.46153846153846156
4224,0.43333333333333335
4225,0.2962962962962963
4226,0.7
4227,0.6666666666666666
4228,0.6190476190476191
4229,0.4
4230,0.5652173913043478
4231,0.5862068965517241
4232,0.8888888888888888
4233,0.8888888888888888
4234,0.5833333333333334
4235,0.8
4236,0.47368421052631576
4237,0.5833333333333334
4238,0.5625
4239,0.8
4240,0.5263157894736842
4241,0.4827586206896552
4242,0.4482758620689655
4243,0.875
4244,0.42857142857142855
4245,0.8461538461538461
4246,0.8
4247,0.6470588235294118
4248,0.32653061224489793
4249,0.6470588235294118
4250,0.8
4251,1.0
4252,0.4375
4253,0.6956521739130435
4254,0.8333333333333334
4255,0.8181818181818182
4256,0.5185185185185185
4257,0.7142857142857143
4258,0.8888888888888888
4259,0.625
4260,0.6875
4261,1.0
4262,0.4166666666666667
4263,0.7142857142857143
4264,0.358974358974359
4265,0.5833333333333334
4266,0.6875
4267,0.6153846153846154
4268,0.5263157894736842
4269,0.4444444444444444
4270,1.0
4271,0.6
4272,0.40625
4273,0.375
4274,0.6666666666666666
4275,0.5555555555555556
4276,0.6666666666666666
4277,0.6190476190476191
4278,0.8181818181818182
4279,0.47368421052631576
4280,0.8571428571428571
4281,0.48148148148148145
4282,0.6666666666666666
4283,0.6
4284,0.4166666666666667
4285,0.4642857142857143
4286,0.3333333333333333
4287,0.3448275862068966
4288,0.4186046511627907
4289,0.3157894736842105
4290,0.34
4291,0.45161290322580644
4292,0.5
4293,0.48
4294,0.7
4295,0.4857142857142857
4296,0.5384615384615384
4297,0.8571428571428571
4298,0.4444444444444444
4299,0.38095238095238093
4300,0.6
4301,1.0
4302,0.25806451612903225
4303,0.5357142857142857
4304,0.3333333333333333
4305,0.8333333333333334
4306,1.0
4307,0.8571428571428571
4308,0.8
4309,0.5333333333333333
4310,0.5172413793103449
4311,0.9
4312,0.7777777777777778
4313,0.8571428571428571
4314,1.0
4315,0.9
4316,0.5135135135135135
4317,0.7272727272727273
4318,0.7368421052631579
4319,0.6666666666666666
4320,0.75
4321,0.35714285714285715
4322,0.5882352941176471
4323,0.5909090909090909
4324,0.8571428571428571
4325,0.7058823529411765
4326,0.5172413793103449
4327,0.5789473684210527
4328,0.7272727272727273
4329,0.6
4330,0.8571428571428571
4331,0.6190476190476191
4332,0.8181818181818182
4333,0.3617021276595745
4334,0.23423423423423423
4335,0.5769230769230769
4336,0.6666666666666666
4337,1.0
4338,0.3783783783783784
4339,0.6923076923076923
4340,0.3269230769230769
4341,0.8
4342,1.0
4343,0.48148148148148145
4344,0.4642857142857143
4345,0.5
4346,0.6666666666666666
4347,0.28169014084507044
4348,0.3902439024390244
4349,0.52
4350,0.4318181818181818
4351,0.55
4352,1.0
4353,0.5
4354,0.7272727272727273
4355,0.75
4356,0.8571428571428571
4357,0.75
4358,0.6428571428571429
4359,0.28205128205128205
4360,0.6470588235294118
4361,0.5652173913043478
4362,0.7777777777777778
4363,0.43333333333333335
4364,0.68
4365,0.30434782608695654
4366,1.0
4367,0.5357142857142857
4368,0.5384615384615384
4369,0.8333333333333334
4370,0.2857142857142857
4371,0.6666666666666666
4372,0.7
4373,0.7142857142857143
4374,0.3225806451612903
4375,0.5
4376,0.5625
4377,0.75
4378,0.9166666666666666
4379,0.5333333333333333
4380,0.4444444444444444
4381,0.8571428571428571
4382,0.7222222222222222
4383,0.4411764705882353
4384,0.4
4385,0.43243243243243246
4386,0.3902439024390244
4387,0.37037037037037035
4388,0.6190476190476191
4389,0.30357142857142855
4390,0.4838709677419355
4391,0.8
4392,0.6296296296296297
4393,0.75
4394,0.4473684210526316
4395,0.8421052631578947
4396,0.40476190476190477
4397,0.3111111111111111
4398,0.3953488372093023
4399,0.75
4400,0.2876712328767123
4401,0.3333333333333333
4402,0.26666666666666666
4403,0.36
4404,0.42105263157894735
4405,0.6153846153846154
4406,0.32075471698113206
4407,0.4230769230769231
4408,0.24
4409,0.48148148148148145
4410,0.25
4411,0.7058823529411765
4412,0.6666666666666666
4413,0.43243243243243246
4414,0.6666666666666666
4415,0.5263157894736842
4416,0.75
4417,0.46153846153846156
4418,0.9
4419,0.5142857142857142
4420,0.375
4421,0.2898550724637681
4422,0.3695652173913043
4423,0.2676056338028169
4424,0.2537313432835821
4425,0.37735849056603776
4426,0.4864864864864865
4427,0.56
4428,0.6111111111111112
4429,0.7142857142857143
4430,0.6521739130434783
4431,0.4857142857142857
4432,1.0
4433,0.7272727272727273
4434,0.7777777777777778
4435,0.32608695652173914
4436,0.6521739130434783
4437,0.8571428571428571
4438,0.875
4439,0.36
4440,1.0
4441,0.46153846153846156
4442,0.6086956521739131
4443,0.5925925925925926
4444,0.48
4445,0.5384615384615384
4446,0.8333333333333334
4447,0.5357142857142857
4448,0.328125
4449,0.3387096774193548
4450,0.5
4451,0.5333333333333333
4452,0.75
4453,0.5217391304347826
4454,0.5454545454545454
4455,0.6086956521739131
4456,0.6470588235294118
4457,0.5428571428571428
4458,0.3157894736842105
4459,0.24
4460,0.65
4461,0.19626168224299065
4462,0.8181818181818182
4463,0.5384615384615384
4464,0.32727272727272727
4465,0.5277777777777778
4466,0.4864864864864865
4467,0.9285714285714286
4468,0.3275862068965517
4469,0.6
4470,1.0
4471,1.0
4472,0.25287356321839083
4473,0.5909090909090909
4474,0.8
4475,0.6666666666666666
4476,0.5
4477,0.45
4478,0.8
4479,0.45
4480,0.2702702702702703
4481,0.5833333333333334
